gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
0,2,2017-03-06,18:07:30,0.000000,0.000000,-0.569220,0,0.000000,18:07:29,348.3568420410156,-5.912933349609375,-12.00933837890625,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4875108351912938,0.0147468622812529,-0.03855927521822493,-0.487462089469804,0.014745387757222419,-0.038555419714808484,7.34765625,-5.912933349609375,-12.00933837890625,-0.003777960322386407,0.02985776424531437,-0.02008023461919746,seonkim
0,3,2017-03-06,18:07:30,0.000000,0.000000,0.105520,0,0.000000,18:07:29,348.3643798828125,-5.91302490234375,-12.0850830078125,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4463263078981481,-0.0210450032015651,0.04437131644640244,-0.4659157080392006,-0.004001148364989198,0.0048805141573125405,7.272796630859375,-5.91302490234375,-12.0850830078125,-0.02501613738355032,0.02988865691395929,-0.02901673797306735,seonkim
0,4,2017-03-06,18:07:30,0.000000,0.000000,-0.800318,0,0.000000,18:07:29,348.42333984375,-6.063690185546875,-12.5345458984375,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.512272692520573,-0.02901481938421641,-0.06100046898144969,-0.4837240043131167,-0.013610290749728695,-0.02042803599273842,7.272857666015625,-6.063690185546875,-12.5345458984375,0.002193379473789261,0.04049442963909085,0.006854444013645943,seonkim
0,5,2017-03-06,18:07:30,0.000000,0.000000,0.133501,0,0.000000,18:07:29,348.4066162109375,-5.9876708984375,-12.01434326171875,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4262379019267968,-0.009290104937017735,0.06164328097002348,-0.4649711058298675,-0.012200976104771628,0.006344958026690835,6.822357177734375,-5.9876708984375,-12.01434326171875,-0.04656031165396433,0.01818885761302318,-0.02418043743348345,seonkim
0,6,2017-03-06,18:07:30,0.000000,0.000000,-0.694251,0,0.000000,18:07:30,348.4075317382812,-5.46502685546875,-13.28204345703125,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.5132822505705703,-0.03610606864262154,-0.05579480980661488,-0.47940860337649366,-0.01934487047364803,-0.012225141076868926,7.72637939453125,-5.46502685546875,-13.28204345703125,-0.01317226106764092,0.01069392335721318,-0.03754231557073801,seonkim
0,7,2017-03-06,18:07:30,0.000000,0.000000,0.271464,0,0.000000,18:07:30,348.3786315917969,-5.540252685546875,-13.43182373046875,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4254116971427367,0.01668888218851564,0.06376971115017215,-0.4640127883218518,-0.009070782004398655,0.009442816804409115,7.726287841796875,-5.540252685546875,-13.43182373046875,-0.02247388380696068,0.03519500538594218,0.008490956503499635,seonkim
0,8,2017-03-06,18:07:30,0.000000,0.000000,-0.634022,0,0.000000,18:07:30,348.4085693359375,-5.916046142578125,-13.95556640625,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.5122268236457557,-0.07117386359857032,-0.06097702958593618,-0.477418362760621,-0.026338108366829704,-0.010136927691369202,7.7255859375,-5.916046142578125,-13.95556640625,-0.01709509735332764,0.006446181418536796,-0.05796343480946561,seonkim
0,9,2017-03-06,18:07:30,0.000000,0.000000,0.088543,0,0.000000,18:07:30,348.3681945800781,-5.46630859375,-14.029052734375,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4453541961211637,0.01233833759027579,0.04755968551406132,-0.4686220962677317,-0.01572787391221333,0.005691170733855066,8.02752685546875,-5.46630859375,-14.029052734375,-0.01854332435411273,0.03198323311130661,0.02670058677302543,seonkim
0,10,2017-03-06,18:07:30,0.000000,0.000000,-0.457826,0,0.000000,18:07:30,348.3988342285156,-5.241943359375,-14.4805908203125,0.2773821353912354,34.05201137069059,-118.284175694099,76.45087536594345,5,-0.4790075784714214,-0.02890235539374821,-0.03703589469703019,-0.47145083607777194,-0.01931626581473045,-0.005946589418254183,7.954071044921875,-5.241943359375,-14.4805908203125,-0.03020424150313368,0.02137426459286696,-0.03988376680113568,seonkim
1,11,2017-03-06,18:07:31,0.000000,0.000000,0.316550,1,0.000000,18:07:31,348.3837890625,-5.391082763671875,-14.0345458984375,0.2773821353912354,34.05201137069059,-118.284175694099,76.56417929923572,5,-0.4804425568171269,-0.04386092702062661,0.02049203423123342,-0.4738906125855624,-0.025976113194078373,0.0012271579375784762,7.5028076171875,-5.391082763671875,-14.0345458984375,0.001236239378014782,0.01598828760429071,-0.005163070405336619,seonkim
1,12,2017-03-06,18:07:31,0.000000,0.000000,0.150838,1,0.000000,18:07:31,348.3486633300781,-5.616485595703125,-14.4110107421875,0.2773821353912354,34.05201137069059,-118.284175694099,76.56417929923572,5,-0.4505454244505233,0.0258105887130952,-0.01165877319092258,-0.46756910798723933,-0.011953100299749561,-0.002262146685340029,7.2774658203125,-5.616485595703125,-14.4110107421875,-0.02435886922651876,0.03946724840664729,-0.004326837823051738,seonkim
1,13,2017-03-06,18:07:31,0.000000,0.000000,0.181651,1,0.000000,18:07:31,348.3599853515625,-5.391448974609375,-14.25885009765625,0.2773821353912354,34.05201137069059,-118.284175694099,76.56417929923572,5,-0.5000160149671853,-0.08682663677537943,0.001442908078861573,-0.4763456877754283,-0.03220567991568616,-0.0012599646043878162,7.578155517578125,-5.391448974609375,-14.25885009765625,-0.01849991482834444,0.006438458251375566,-0.03981905198664675,seonkim
1,14,2017-03-06,18:07:31,0.000000,0.000000,0.225930,1,0.000000,18:07:31,348.3649597167969,-5.91650390625,-14.25555419921875,0.2773821353912354,34.05201137069059,-118.284175694099,76.56417929923572,5,-0.443325125103752,0.04481420014862274,0.002340603920430834,-0.46741909941267057,-0.011384569993389548,-0.0002866076869865562,7.726043701171875,-5.91650390625,-14.25555419921875,-0.02492585622259663,0.04051759914057454,0.0266691614721625,seonkim
1,15,2017-03-06,18:07:31,0.000000,0.000000,0.210711,1,0.000000,18:07:31,348.3342895507812,-5.691619873046875,-14.2540283203125,0.2773821353912354,34.05201137069059,-118.284175694099,76.56417929923572,5,-0.4928225729534982,-0.07780989195016672,-0.001625891672919001,-0.47428441416229483,-0.02933608130326954,-0.0006485505562473426,7.951934814453125,-5.691619873046875,-14.2540283203125,-0.02788089976814855,0.004325772558615707,-0.05390530994040287,seonkim
3,16,2017-03-06,18:07:32,0.000000,0.000000,0.070032,1,0.000000,18:07:32,348.3241271972656,-5.54217529296875,-14.62957763671875,0.2773821353912354,34.05201137069059,-118.284175694099,76.41944975998803,5,-0.4633124065098204,0.005140902266868794,-0.0099899445646854,-0.47131970404618295,-0.020020168919599214,-0.0031726579204230743,7.953094482421875,-5.54217529296875,-14.62957763671875,-0.03128095753185271,0.04159298358874854,0.02335778697275797,seonkim
3,17,2017-03-06,18:07:32,0.000000,0.000000,0.360527,1,0.000000,18:07:32,348.3553161621094,-5.691925048828125,-14.47979736328125,0.2773821353912354,34.05201137069059,-118.284175694099,76.41944975998803,5,-0.4637790270122554,-0.01342960745033816,0.01875504922931061,-0.4692823404654242,-0.018239510517998023,0.0027518382163835677,7.87725830078125,-5.691925048828125,-14.47979736328125,-0.02788995451585482,0.002194178422116284,-0.0539266152291235,seonkim
3,18,2017-03-06,18:07:32,0.000000,0.000000,-0.075277,1,0.000000,18:07:32,348.3329162597656,-5.69207763671875,-14.70855712890625,0.2773821353912354,34.05201137069059,-118.284175694099,76.41944975998803,5,-0.4942993151420951,-0.0584318469470394,-0.02966488366184829,-0.47604119002423995,-0.029098295756907228,-0.006006205040112052,7.502593994140625,-5.69207763671875,-14.70855712890625,-0.02182700197818043,0.03305089439231938,0.03092675710687218,seonkim
3,19,2017-03-06,18:07:32,0.000000,0.000000,0.673434,1,0.000000,18:07:32,348.2266235351562,-6.06573486328125,-14.0389404296875,0.2773821353912354,34.05201137069059,-118.284175694099,76.41944975998803,5,-0.4237234508447706,0.04525528822889796,0.04930276541285097,-0.4619068284975674,-0.00901064569133269,0.008936279025732418,6.825103759765625,-6.06573486328125,-14.0389404296875,-0.01949380654716201,0.001113467651762129,-0.04523405743110487,seonkim
5,20,2017-03-06,18:07:33,0.000000,0.000000,-0.025212,1,0.000000,18:07:33,348.26513671875,-5.99078369140625,-14.0377197265625,0.2773821353912354,34.05201137069059,-118.284175694099,76.41796310206982,5,-0.5337001637709564,-0.09877877063647691,-0.04718773545359712,-0.4813025358615526,-0.033262427217006375,-0.006226200287812296,6.97540283203125,-5.99078369140625,-14.0377197265625,-0.008217982491766513,0.03838414079131206,-0.00938817547474733,seonkim
5,21,2017-03-06,18:07:33,0.000000,0.000000,1.096013,1,0.000000,18:07:33,348.2466735839844,-5.991119384765625,-14.417236328125,0.2773821353912354,34.05201137069059,-118.284175694099,76.41796310206982,5,-0.3957608560241079,0.07259992921736047,0.07413705272854991,-0.4581927344373006,-0.004662824775826583,0.01548460574901394,6.525970458984375,-5.991119384765625,-14.417236328125,-0.03674816093367638,-0.01272271947563555,-0.04140975810575108,seonkim
5,22,2017-03-06,18:07:33,0.000000,0.000000,0.347199,1,0.000000,18:07:33,348.2367553710938,-6.066558837890625,-14.7177734375,0.2773821353912354,34.05201137069059,-118.284175694099,76.41796310206982,5,-0.5481548291876779,-0.1207384958659369,-0.05053224638147616,-0.4824966569392787,-0.03602152226244004,-0.0023503330933505387,6.45111083984375,-6.066558837890625,-14.7177734375,-0.02193725684730971,0.03627518352407831,-0.02034681704431439,seonkim
5,23,2017-03-06,18:07:33,0.000000,0.000000,1.131045,1,0.000000,18:07:33,349.6644592285156,-5.541412353515625,-14.56805419921875,0.2773821353912354,34.05201137069059,-118.284175694099,76.41796310206982,5,-0.4226594940631211,0.04087900174809325,0.05164509840348479,-0.466331238921048,-0.015246320753904141,0.012236901315266085,6.60296630859375,-5.541412353515625,-14.56805419921875,-0.02369281263788994,0.0650311980264269,0.023728232680388,seonkim
